Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ADORA2B,111.8765726,0.313359837,0.539705145,0.580613027,0.561501291,0.990364873
ADORA3,0.093297705,2.022117222,6.120206177,0.33040018,0.741097606,0.990364873
ADPGK,97.16483273,0.008516267,0.468880275,0.018162989,0.985508828,0.99641976
ADPRH,1.864216971,0.644623768,3.002017256,0.214730201,0.829977675,0.996317104
ADPRHL1,16.74426507,-4.279228875,1.550479371,-2.759939252,0.005781211,0.310773635
ADPRHL2,23.29664836,0.729198614,0.795374031,0.916799625,0.359247649,0.990364873
ADPRM,26.02475815,-0.486958997,0.842644694,-0.577893624,0.56333594,0.990364873
ADRA1B,0.080249134,2.022109483,6.120206177,0.330398915,0.741098561,0.990364873
ADRA1D,0.094761545,-0.751165021,6.018022767,-0.124819239,0.900666656,0.996317104
ADRA2A,478.853473,-0.350786086,0.251821843,-1.392993082,0.163621883,0.990364873
ADRA2B,0.615359373,2.022048703,5.184963233,0.389983229,0.696548949,0.990364873
ADRA2C,17.50243414,-1.358930688,1.034150982,-1.314054439,0.188827885,0.990364873
ADRB1,26.38667795,0.305332719,0.694073461,0.439914125,0.659999305,0.990364873
ADRB2,28.70544856,3.736678697,1.23642135,3.022172576,0.002509674,0.19828628
ADRB3,0.385035075,-0.172124267,6.052302732,-0.028439467,0.977311646,0.996317104
ADRBK1,558.6967204,0.245520139,0.370326344,0.662983184,0.507341324,0.990364873
ADRBK2,15.59277548,-0.56534868,0.814026031,-0.694509337,0.487362847,0.990364873
ADRM1,149.0892359,0.329765128,0.378807134,0.870535687,0.384007726,0.990364873
ADSL,188.5539656,-0.086108426,0.350283102,-0.245825234,0.805817522,0.996317104
ADSS,131.1562098,-0.269138595,0.47252731,-0.569572571,0.568967637,0.990364873
ADSSL1,7.552611834,-1.822998915,1.300630081,-1.40162752,0.161026505,0.990364873
ADTRP,11.48371701,0.747012541,1.328762136,0.562186806,0.57398875,0.990364873
AEBP2,60.71549549,0.256147044,0.491661058,0.520982981,0.602378627,0.990364873
AEN,85.95865738,0.105060145,0.43310754,0.242572883,0.80833629,0.996317104
AES,2570.713568,0.186405591,0.310596535,0.600153478,0.548403955,0.990364873
AFAP1,71.10936027,-0.277741625,0.478839552,-0.580030669,0.561893936,0.990364873
AFAP1-AS1,0.096817858,2.022080397,6.120206177,0.330394163,0.741102151,0.990364873
AFAP1L1,1.624248511,1.733539022,2.817967213,0.615173595,0.538440084,0.990364873
AFAP1L2,27.17365578,-1.331485356,0.824819185,-1.614275444,0.106467694,0.928592043
AFF1,91.25535733,0.303582119,0.415833776,0.730056423,0.465355697,0.990364873
AFF2,0.296268347,0.360371985,6.095473715,0.059121243,0.952855538,0.996317104
AFF3,0.220749781,0.655349595,6.109598539,0.107265574,0.914578295,0.996317104
AFF4,135.6677443,-0.197410759,0.373802736,-0.528114807,0.597419655,0.990364873
AFG3L1P,26.44185469,-1.012168804,0.672895436,-1.504199241,0.132530073,0.967732767
AFG3L2,146.0852659,0.167342334,0.360889373,0.463694268,0.642866805,0.990364873
AFMID,28.99998969,0.278268249,0.719768736,0.386607857,0.69904654,0.990364873
AFP,10.74031145,-2.223971265,1.315843702,-1.690148504,0.090999547,0.90208891
AFTPH,297.2987701,0.225256134,0.385081591,0.5849569,0.558576697,0.990364873
AGA,67.97211423,-0.161199895,0.490361518,-0.328736838,0.742354608,0.990535875
AGAP1,162.9799523,0.090677973,0.372545459,0.243401095,0.807694696,0.996317104
AGAP1-IT1,7.52299601,2.314322918,1.717526666,1.347474227,0.177827549,0.990364873
AGAP11,4.748916579,-4.021190676,2.567752507,-1.566035147,0.117340389,0.945132314
AGAP2-AS1,3.226791446,-0.697252904,2.167335117,-0.32170978,0.747672568,0.9920575
AGAP3,78.57644758,0.322046245,0.427586397,0.753172336,0.451346361,0.990364873
AGBL2,1.542194611,-1.695809649,2.77951381,-0.610110172,0.541788829,0.990364873
AGBL5,15.65750767,-1.816532809,1.134549114,-1.601105484,0.109353558,0.932221659
AGBL5-AS1,0.16971551,2.022066556,6.120206177,0.330391901,0.74110386,0.990364873
AGER,6.59867761,3.03985179,1.417957959,2.143823638,0.032047021,0.653048676
AGFG1,147.5135314,-0.888204417,0.412728125,-2.152032692,0.03139478,0.647818511
AGFG2,50.75647696,0.839270961,0.596134433,1.4078552,0.159173951,0.990364873
AGGF1,137.8158224,0.454570627,0.395542957,1.149232009,0.250460325,0.990364873
AGK,79.93646811,-0.667875488,0.643923798,-1.037196467,0.299644304,0.990364873
AGL,78.07829211,-0.104783728,0.525641084,-0.199344631,0.841993169,0.996317104
AGMAT,95.74053551,0.291487038,0.345513335,0.843634698,0.398873568,0.990364873
AGMO,126.4750295,-0.143820579,0.414085548,-0.347320933,0.728350226,0.990364873
AGO1,56.18355903,0.519740979,0.532392491,0.976236495,0.328947282,0.990364873
AGO2,48.82626404,0.806994272,0.563012416,1.433350755,0.151757624,0.990364873
AGO3,18.1439713,1.585557186,1.02528092,1.546461223,0.121993218,0.953080302
AGO4,23.11790564,-0.775618142,0.90413052,-0.857860811,0.390969326,0.990364873
AGPAT1,176.3034742,0.50230903,0.506754357,0.991227847,0.321574336,0.990364873
AGPAT2,161.5848604,0.688390358,0.411152775,1.674293353,0.09407296,0.904583
AGPAT3,349.1386289,0.382676313,0.33389185,1.146108579,0.251750228,0.990364873
AGPAT4,9.039468657,-0.814272251,1.521452058,-0.535194156,0.592515607,0.990364873
AGPAT4-IT1,0.485624924,2.021983613,6.120206177,0.330378349,0.741114099,0.990364873
AGPAT5,69.30960854,-0.212550543,0.470360417,-0.45188867,0.651349187,0.990364873
AGPS,231.2525302,0.5787593,0.282682549,2.047382488,0.040620544,0.720707822
AGR2,4658.396508,0.283697891,0.2470584,1.148302957,0.250843519,0.990364873
AGR3,425.626898,0.368220474,0.27913027,1.3191707,0.187112051,0.990364873
AGRN,304.614268,-0.126334585,0.298652033,-0.423015988,0.672283597,0.990364873
AGT,5.806939597,0.223116496,5.797828858,0.038482767,0.969302771,0.996317104
AGTPBP1,41.67652972,-0.445073704,0.761725591,-0.584296641,0.559020752,0.990364873
AGTR1,0.066050095,2.022104489,6.120206177,0.330398099,0.741099177,0.990364873
AGTR2,0.18659541,2.022105569,6.120206177,0.330398276,0.741099044,0.990364873
AGTRAP,49.73968104,-0.857488849,0.56339781,-1.521995355,0.128010245,0.965661938
AGXT,0.284284635,-2.327657006,5.971493324,-0.389794793,0.696688294,0.990364873
AGXT2,1.915853014,2.543762154,3.345442018,0.760366535,0.447035521,0.990364873
AHCTF1,3.691017749,-1.495327881,1.857165546,-0.805166714,0.420723482,0.990364873
AHCY,232.2245617,0.047491062,0.281696714,0.168589335,0.86611967,0.996317104
AHCYL1,633.7862738,0.469311964,0.278309757,1.686293609,0.091739261,0.902710081
AHCYL2,173.705762,0.52048297,0.378546242,1.374952153,0.169146279,0.990364873
AHDC1,34.6509578,-0.173280548,0.709853316,-0.244107542,0.807147532,0.996317104
AHI1,73.285325,-0.789724296,0.528657598,-1.493829462,0.135220199,0.968531475
AHNAK,1429.631815,0.01947406,0.247627011,0.078642711,0.937316814,0.996317104
AHNAK2,16.45752517,-0.454264454,0.890548965,-0.510094865,0.609985003,0.990364873
AHR,163.5882854,-0.311914865,0.463513008,-0.672936595,0.50098763,0.990364873
AHRR,12.27956342,0.602354201,1.266625066,0.475558409,0.634389012,0.990364873
AHSA1,81.76442993,-0.051345801,0.570898307,-0.089938611,0.928335999,0.996317104
AHSA2,64.17869322,0.531255427,0.515257722,1.031047968,0.302518326,0.990364873
AHSG,0.240311838,2.022071882,6.120206177,0.330392772,0.741103203,0.990364873
AICDA,0.396075823,2.02197552,6.120206177,0.330377027,0.741115098,0.990364873
AIDA,305.7056159,-0.217355821,0.266587388,-0.815326722,0.414885317,0.990364873
AIF1L,4.869302251,2.022224953,2.48113692,0.815039644,0.415049618,0.990364873
AIFM1,153.5810512,0.164411002,0.285655179,0.575557575,0.564914264,0.990364873
AIFM2,44.92803693,-0.059977465,0.665186009,-0.090166457,0.928154939,0.996317104
AIFM3,0.984770128,-0.254963205,4.272386307,-0.059677002,0.952412889,0.996317104
AIG1,251.3991178,0.339166097,0.293534445,1.155455868,0.247903795,0.990364873
AIM1,289.3333267,0.160131139,0.269437451,0.594316559,0.552300405,0.990364873
AIM1L,33.50130047,0.976429944,0.56450324,1.729715395,0.083681137,0.884061116
AIMP1,210.0225331,0.276569224,0.359844742,0.76857931,0.442143092,0.990364873
AIMP2,21.01567268,-0.122293131,0.804188799,-0.152070175,0.879131587,0.996317104
AIP,72.75582119,0.096437223,0.474994672,0.20302801,0.83911314,0.996317104
AIPL1,1.680081854,6.722578135,3.438374673,1.955161602,0.050563999,0.765907424
AJUBA,71.21090053,-0.295900913,0.483020537,-0.612605241,0.540137392,0.990364873
AK1,358.8669411,0.090661667,0.290159592,0.312454489,0.754695145,0.993774676
AK2,715.6228839,0.466420111,0.193116839,2.41522238,0.015725605,0.489259162
AK3,487.6531997,-0.044922555,0.217762441,-0.206291566,0.836563166,0.996317104
AK4,500.9789662,-0.940316672,0.300392658,-3.130291794,0.001746327,0.164703364
AK5,0.187344646,-0.673264917,6.021885985,-0.111803,0.910979609,0.996317104
AK6,74.53222601,-0.729340821,0.504017577,-1.447054336,0.147881706,0.990364873
AK7,21.76307813,1.811750268,1.246020069,1.454029765,0.145938054,0.990364873
AK8,0.635708549,-1.676663319,4.996305468,-0.335580626,0.737187135,0.990364873
AK9,19.69681087,1.677334964,0.941691099,1.781194455,0.074880689,0.853194646
AKAIN1,0.539184749,-0.172137708,6.052301769,-0.028441693,0.977309872,0.996317104
AKAP1,135.0002376,0.277304736,0.394447861,0.703020002,0.482043284,0.990364873
AKAP10,44.43702116,0.594114435,0.541159349,1.097854884,0.272267861,0.990364873
AKAP11,115.0567826,0.051627286,0.452840443,0.114007675,0.909231709,0.996317104
AKAP12,11.17590894,-0.34934772,1.255719143,-0.278205299,0.780854767,0.996317104
AKAP13,285.9617369,-0.169319429,0.301909227,-0.560828932,0.574914162,0.990364873
AKAP14,0.185121101,-0.673233446,6.021887588,-0.111797744,0.910983776,0.996317104
AKAP3,13.05970506,0.332523681,1.443706292,0.230326406,0.817838143,0.996317104
AKAP5,7.761261573,0.663782343,1.417880202,0.468151217,0.639676455,0.990364873
AKAP6,0.929984356,2.499918751,3.824295415,0.653693944,0.513309006,0.990364873
AKAP7,35.48312717,0.052800826,0.823305912,0.064132694,0.948864569,0.996317104
AKAP8,74.11218116,-0.64674343,0.483678723,-1.33713434,0.18117879,0.990364873
AKAP8L,8.42475274,1.024326312,1.130160149,0.906355008,0.364747979,0.990364873
AKAP9,247.4996958,-0.26488566,0.341118637,-0.776520634,0.437441643,0.990364873
AKIP1,29.04843692,-0.985007348,0.658922807,-1.494875178,0.134947021,0.968531475
AKIRIN1,242.6040612,0.146554947,0.282681265,0.518445914,0.604147187,0.990364873
AKIRIN2,96.14606582,-0.785272441,0.44291462,-1.772965726,0.076234386,0.860455034
AKNA,12.78302751,0.17963997,1.038581418,0.17296667,0.862677626,0.996317104
AKNAD1,0.671621333,2.022026934,5.472843271,0.369465529,0.711780762,0.990364873
AKR1A1,647.062096,0.493565303,0.214864659,2.297098578,0.021613147,0.564801677
AKR1B1,31.18840465,-0.685333171,0.847628916,-0.808529722,0.418785703,0.990364873
AKR1B10,275.8826403,0.396998329,0.333321928,1.191035738,0.233639555,0.990364873
AKR1B15,0.520676579,1.592445466,6.057443276,0.262890694,0.792634829,0.996317104
AKR1C1,58.01069706,0.495478216,0.449247967,1.10290586,0.270068049,0.990364873
AKR1C2,95.93162449,0.132559366,0.527178319,0.251450716,0.801465661,0.996317104
AKR1C3,895.5993103,0.514195235,0.314505492,1.634932453,0.102063208,0.921701525
AKR1C4,120.9413547,0.20235972,0.4578086,0.44201817,0.658476058,0.990364873
AKR1E2,0.273173668,2.022044882,6.120206177,0.33038836,0.741106536,0.990364873
AKR7A2,314.7429034,0.22642635,0.301109532,0.75197337,0.452067073,0.990364873
AKR7A2P1,0.273376427,3.840935487,6.06511641,0.633283061,0.526548813,0.990364873
AKR7A3,42.22635952,1.076137152,0.515649869,2.086953217,0.036892364,0.687010167
AKR7L,16.99262044,-0.855810257,0.878167681,-0.974540825,0.329788079,0.990364873
AKT1,592.778178,0.154940115,0.360377348,0.429938551,0.667240341,0.990364873
AKT1S1,711.4374756,0.889787718,0.909062372,0.978797215,0.327680186,0.990364873
AKT2,100.5794762,0.983634077,0.388898827,2.529280133,0.011429676,0.426820291
AKT3,0.288244712,0.556417036,5.940958303,0.093657792,0.925381,0.996317104
AKTIP,61.46616851,-0.051620177,0.454138924,-0.113666048,0.909502528,0.996317104
ALAD,457.2539044,-0.076612917,0.392938666,-0.194974239,0.845413115,0.996317104
ALAS1,143.5085419,-0.400271042,0.423214958,-0.945786612,0.344257435,0.990364873
ALB,0.226693208,4.217179855,6.057103319,0.696237068,0.486280377,0.990364873
ALCAM,173.0269649,0.116068528,0.322475138,0.35993016,0.718899362,0.990364873
ALDH16A1,46.0200639,0.134932512,0.531999578,0.253632742,0.799779299,0.996317104
ALDH18A1,521.9117652,-0.221255145,0.298941118,-0.740129517,0.45922141,0.990364873
ALDH1A1,4529.831178,0.821637599,0.194666843,4.220737258,2.44E-05,0.008952025
ALDH1A2,2.975687433,-5.478842221,5.950514967,-0.92073413,0.357189253,0.990364873
ALDH1A3,152.7111905,-0.012887569,0.361561091,-0.035644236,0.971566035,0.996317104
ALDH1B1,102.269835,0.161487766,0.477727813,0.338033001,0.735338319,0.990364873
ALDH1L1,2.139211972,3.491894157,2.928318413,1.192457125,0.233082053,0.990364873
ALDH1L2,4.117283676,2.022204052,2.776497591,0.728329122,0.46641214,0.990364873
ALDH2,981.323313,0.20053352,0.253648607,0.790595785,0.429179907,0.990364873
ALDH3A1,378.4920761,0.9620342,0.31136409,3.089740372,0.002003315,0.174538401
ALDH3A2,490.1961488,-0.166604431,0.21922694,-0.759963311,0.447276516,0.990364873
ALDH3B1,425.496211,0.619003641,0.376703101,1.643213555,0.100338756,0.917979867
ALDH3B2,6.237818583,0.842065221,1.513234823,0.556466986,0.577891657,0.990364873
ALDH4A1,21.46039297,-0.39574825,0.849960134,-0.465608014,0.641496106,0.990364873
ALDH5A1,66.69910433,0.331001929,0.477789582,0.692777619,0.488449119,0.990364873
ALDH6A1,25.35454044,0.313866058,0.734848835,0.427116493,0.66929448,0.990364873
ALDH7A1,216.9936529,0.356181283,0.30345487,1.173753724,0.240493684,0.990364873
ALDH8A1,2.619941157,6.137645439,2.634626436,2.329607475,0.019826907,0.547794322
ALDH9A1,266.7314549,0.345869754,0.269570772,1.283038779,0.19947849,0.990364873
ALDOA,2169.764266,-0.501289018,0.248178668,-2.019871496,0.043396719,0.738194986
ALDOB,8170.183172,0.294248735,0.231384319,1.271688316,0.203483884,0.990364873
ALDOC,229.7604017,-1.940397913,0.447555301,-4.335548946,1.45E-05,0.006236139
ALG1,6.748691359,-0.89435051,1.347598445,-0.663662468,0.506906366,0.990364873
ALG10,6.670224127,-1.125203313,1.696226945,-0.663356584,0.507102205,0.990364873
ALG10B,25.39587783,0.445192027,0.766327788,0.580942037,0.561279519,0.990364873
ALG11,8.477195273,-0.215253548,1.112416378,-0.193500879,0.846566717,0.996317104
ALG12,125.9750511,0.182554775,0.430957807,0.42360243,0.671855783,0.990364873
ALG13,77.28221207,-0.549119434,0.466480929,-1.177153019,0.239134436,0.990364873
ALG14,104.1297367,0.749935017,0.382050757,1.962919855,0.049655487,0.765907424
ALG1L9P,0.598038921,1.069206627,5.47932274,0.195134815,0.845287408,0.996317104
ALG2,322.2243737,-0.26019197,0.311354872,-0.835676564,0.403336883,0.990364873
ALG3,868.0171637,0.832688671,0.423118965,1.967977663,0.049070608,0.76269019
ALG5,428.0174621,-0.249122164,0.280668528,-0.887602773,0.374754461,0.990364873
ALG6,43.12026613,-0.115651883,0.736148676,-0.157103975,0.875162905,0.996317104
ALG8,194.7350637,0.303009816,0.32603214,0.929386334,0.352688908,0.990364873
ALG9,90.7124462,-0.581168923,0.458557842,-1.267384111,0.205017978,0.990364873
ALKBH1,50.5377091,-0.420686204,0.544447635,-0.772684417,0.439709171,0.990364873
ALKBH2,36.82422088,0.858988295,0.583467134,1.472213677,0.140963185,0.982528115
ALKBH3,44.14326919,0.378777969,0.549589325,0.689201831,0.490696265,0.990364873
ALKBH4,4.881779777,-0.440717785,1.503652784,-0.293098107,0.769447164,0.99576093
ALKBH5,918.2749812,0.094300704,0.397270564,0.237371485,0.81236861,0.996317104
ALKBH6,36.196928,-0.549719252,0.697041379,-0.788646511,0.430318639,0.990364873
ALKBH7,151.6138625,0.282227725,0.365305066,0.772580923,0.439770438,0.990364873
ALKBH8,7.809426727,-1.551985682,1.308925897,-1.185694076,0.235743135,0.990364873
ALMS1,13.11776258,-1.759352204,1.313468741,-1.339470175,0.180417658,0.990364873
ALMS1-IT1,1.034266526,4.266410832,3.911712053,1.090676096,0.275415432,0.990364873
ALMS1P1,0.251336469,-0.751256175,6.018018366,-0.124834477,0.900654592,0.996317104
ALOX12-AS1,15.00929013,0.070331193,1.336783705,0.052612246,0.95804086,0.996317104
ALOX12B,2.399674687,0.889855109,2.510610448,0.354437746,0.723010851,0.990364873
ALOX12P2,1.149381744,2.389833962,3.159418754,0.756415704,0.449399995,0.990364873
ALOX15,3.733008351,1.791277061,1.693469543,1.0577557,0.290166834,0.990364873
ALOX15B,10.64304162,7.565320587,2.176113702,3.476528171,0.000507951,0.077480813
ALOX5,10.6020935,-4.636988755,1.752646134,-2.645707348,0.008152031,0.359928149
ALOX5AP,24.51691794,0.252404478,1.99447799,0.126551649,0.899295268,0.996317104
ALOXE3,12.10352916,9.299745009,5.951635158,1.562552939,0.118157785,0.94571423
ALPI,12.88351173,-0.038893428,1.059869262,-0.036696439,0.970727048,0.996317104
ALPK1,14.22735292,-1.36085899,1.025947606,-1.326441021,0.184693659,0.990364873
ALPK3,13.80929075,-1.295431536,1.388566743,-0.932927094,0.350857612,0.990364873
ALPL,0.563472289,2.022080963,6.120206177,0.330394255,0.741102082,0.990364873
ALPP,21.90567221,-0.278996273,0.816894663,-0.34153274,0.732702562,0.990364873
ALPPL2,5.368663958,0.959040394,1.695231946,0.565728127,0.571578612,0.990364873
ALS2,83.05906338,-0.083366859,0.414462839,-0.201144352,0.840585703,0.996317104
ALS2CL,22.03532292,0.473574907,0.774381966,0.611552087,0.540834147,0.990364873
ALS2CR12,0.307880483,-0.673306281,6.021883879,-0.111809908,0.910974132,0.996317104
ALX4,0.244839302,3.840990893,6.065116411,0.633292196,0.526542848,0.990364873
ALYREF,169.2438503,0.454400543,0.55765117,0.814847287,0.41515973,0.990364873
AMACR,0.378833163,2.02202307,6.120206177,0.330384796,0.741109228,0.990364873
AMBP,2.721383324,2.673833502,2.421069884,1.10440162,0.269418958,0.990364873
AMBRA1,21.51487906,1.867352855,0.793383459,2.353657408,0.018589735,0.530706009
AMD1,399.7791893,-0.404865653,0.261676933,-1.547196567,0.121815854,0.953080302
AMDHD1,6.028421195,0.845903763,1.874251767,0.45132878,0.651752605,0.990364873
AMDHD2,3.336000534,2.060261645,2.561316869,0.804375933,0.421179896,0.990364873
AMER1,6.385791026,1.528213126,1.906737275,0.8014807,0.422853413,0.990364873
AMER2,0.256515334,4.217156256,6.057103319,0.696233172,0.486282817,0.990364873
AMER3,0.166678466,-0.172080778,6.052305846,-0.028432267,0.977317389,0.996317104
AMFR,175.0333281,-0.1572785,0.362262531,-0.434156134,0.664175065,0.990364873
AMH,0.923390462,4.233862551,4.968347119,0.85216722,0.394121288,0.990364873
AMHR2,0.293824497,2.02203923,6.120206177,0.330387437,0.741107233,0.990364873
AMIGO1,4.801529694,1.084327109,1.39615588,0.776651894,0.437364176,0.990364873
AMIGO2,92.38135242,-1.758983365,0.517561459,-3.398598048,0.000677322,0.093855961
AMIGO3,3.59532648,-0.271800524,2.4335069,-0.111690879,0.911068512,0.996317104
AMMECR1,65.59825573,0.173518728,0.616413729,0.281497183,0.778329089,0.99576093
AMMECR1L,57.57422378,-0.733315633,0.560585499,-1.308124513,0.19083108,0.990364873
AMN,243.1007268,0.477637946,0.290664973,1.643259387,0.100329277,0.917979867
AMN1,31.29728686,-1.525847357,0.805983308,-1.893150072,0.058337915,0.789556122
AMOT,55.58492386,-0.975510363,0.535447695,-1.821859299,0.068476337,0.837214752
AMOTL1,29.94993234,-0.574955579,0.774168831,-0.742674667,0.457678671,0.990364873
AMOTL2,357.5790679,0.96510322,0.306766402,3.146052543,0.001654903,0.160323805
AMPD2,54.88683744,-0.230948247,0.535542579,-0.431241616,0.666292698,0.990364873
